lemma_slp1	n_ambiguous_forms	sample
nfpAtmajA	1	vidyut:nfpAtmajA~nfpAtmaja(noun,2)
nfpAtmaja	3	vidyut:nfpAtmajAn~nfpAtmajA(noun,1);vidyut:nfpAtmaja~nfpAtmajA(noun,3);vidyut:nfpAtmaje~nfpAtmajA(noun,14)
nfpasutA	3	vidyut:nfpasutA~nfpasuta(noun,1);vidyut:nfpasuta~nfpasuta(noun,2);vidyut:nfpasute~nfpasuta(noun,9)
nftA	1	vidyut:nfta~nft(noun,2)
nftta	1	dcs:nftta~nft(VERB,4)
nftu	1	dcs:nftuH~nft(VERB,1)
nftya	1	dcs:nftya~nft(VERB,4)
nfzad	1	dcs:nfzad~nfzad(NOUN,1)
ni	1	dcs:ni~ni(NOUN,13)
niBfta	1	dcs:niBftaM~niBfta(NOUN,1)
niDAv	1	vidyut:nidaDAva~niDA(verb,1)
niDana	1	dcs:niDana~niDana(ADJ,2)
niDipA	1	vidyut:niDipA~niDipa(noun,1)
niDipa	1	vidyut:niDipa~niDipA(noun,1)
niGna	1	dcs:niGna~niGna(ADJ,2)
niH	2	dcs:niH~ni(NOUN,1);dcs:niS~niS(NOUN,1)
niHSabda	2	dcs:niHSabda~niHSabda(NOUN,1);dcs:niHSabdam~niHSabda(NOUN,1)
niHSreya	1	dcs:niHSreya~niHSreyas(NOUN,1)
niHSreyasa	3	dcs:niHSreyasa~niHSreyasa(ADJ,1);dcs:niHSreyasaM~niHSreyasa(ADJ,6);dcs:niHSreyasam~niHSreyasa(ADJ,3)
niHsaNga	1	dcs:niHsaNga~niHsaNga(NOUN,1)
niHsvana	3	dcs:niHsvanAH~niHsvana(ADJ,1);dcs:niHsvanaH~niHsvana(ADJ,5);dcs:niHsvanam~niHsvana(ADJ,2)
niKan	1	dcs:niKAta~niKAta(NOUN,1)
niKilena	1	dcs:niKilena~niKila(ADJ,15)
niRya	2	dcs:niRyA~niRya(NOUN,1);dcs:niRyam~niRya(ADJ,1)
niSA	3	dcs:niSitaM~niSita(NOUN,2);vidyut:niSa~niSa(noun,2);vidyut:niSa~niS(noun,2)
niSAcara	1	dcs:niSAcarAH~niSAcara(ADJ,1)
niSAnta	3	dcs:niSAnta~niSam(VERB,2);vidyut:niSAnte~niSam(noun,13);vidyut:niSAnte~niSAmi(noun,8)
niScal	1	vidyut:niScalati~niScal(verb,2)
niScala	1	dcs:niScalA~niScalA(NOUN,4)
niScezwa	1	vidyut:niScezwAnAm~niScezwA(noun,2)
niSci	2	dcs:niScita~niScita(NOUN,1);vidyut:niScAyaka~niScApi(noun,4)
niScitam	2	dcs:niScitaM~niSci(VERB,25);dcs:niScitam~niSci(VERB,36)
niSvas	1	dcs:niSvasita~niSvasita(NOUN,1)
nibAD	1	vidyut:nibADita~nibADi(noun,2)
nibarhaRa	1	dcs:nibarhaRaH~nibarhaRa(NOUN,1)
nibiqa	1	dcs:nibiqaH~nibiqa(NOUN,1)
niboDi	2	vidyut:niboDAt~nibuD(noun,18);vidyut:niboDayati~niboDi(verb,3)
nicar	1	vidyut:nicaranti~nicar(verb,1)
nicetf	1	dcs:nicetAro~nici(VERB,1)
nid	1	vidyut:nidita~nido(noun,2)
nidA	3	vidyut:nidAyA~nido(noun,4);vidyut:nida~nida(noun,2);vidyut:nida~nid(noun,2)
nidAGa	1	dcs:nidAGa~nidAGa(ADV,1)
nidarSana	1	dcs:nidarSanam~nidarSana(ADJ,2)
nidiDyAsi	1	vidyut:nidiDyAs~nidiDyAsa(noun,7)
nidigDA	2	vidyut:nidigDa~nidih(verb,2);vidyut:nidigDa~nidih(noun,2)
nido	1	vidyut:nidAtAram~nidA(noun,2)
nigAmi	1	vidyut:nigamyante~nigam(verb,1)
nigaqa	1	dcs:nigaqa~nigaqa(ADJ,2)
nigrah	1	dcs:nigrAhya~nigrAhay(VERB,1)
nihA	1	dcs:nihIna~nihIna(ADJ,3)
nihan	2	dcs:nihantu~nihantu(NOUN,1);vidyut:nihatAm~nihan(verb,1)
nihantf	1	dcs:nihantA~nihantf(NOUN,7)
nihnu	1	dcs:nihnute~nihnuti(NOUN,1)
nikAma	1	dcs:nikAmaH~nikAma(NOUN,3)
nikartana	1	dcs:nikartanam~nikartana(ADJ,1)
niketa	1	dcs:niketaH~aniketa(ADJ,2)
nikfnta	1	dcs:nikfnta~nikft(VERB,1)
nikfzwa	1	dcs:nikfzwa~nikfz(VERB,1)
nikz	2	dcs:nikza~nikza(NOUN,1);vidyut:nikzanti~nikz(verb,1)
nikzip	3	vidyut:nikzepya~nikzepi(noun,4);vidyut:nikzepya~nikzepi(ind,2);vidyut:nikzipatAm~nikzip(verb,2)
nilAli	1	vidyut:nilInAnAm~nilI(noun,3)
nimA	2	vidyut:nimAtavya~nimi(noun,2);vidyut:nimAtavya~nime(noun,2)
nimIl	1	vidyut:nimIlitAnAm~nimIli(noun,3)
nimIlay	1	dcs:nimIlya~nimIl(VERB,6)
nimajjay	1	dcs:nimajjya~nimajj(VERB,6)
nimantr	2	vidyut:nimantryamARa~nimantri(noun,2);vidyut:nyamantrayetAm~nimantri(verb,1)
nimitta	1	dcs:nimittaM~animitta(ADJ,2)
nimiza	1	dcs:nimiza~animiza(ADJ,2)
nimna	3	dcs:nimna~nimna(NOUN,7);dcs:nimnam~nimna(NOUN,9);dcs:nimne~nimna(ADJ,7)
ninAmi	2	vidyut:ninama~ninam(noun,6);vidyut:ninama~ninam(verb,1)
ninI	1	vidyut:ninIzu~ninIza(noun,3)
ninIza	1	vidyut:ninIzA~ninIzi(noun,5)
nind	4	dcs:nindati~hfdaya(NOUN,1);vidyut:nindaka~nindi(noun,4);vidyut:nindyAsu~nindi(noun,1);vidyut:nindyamAna~nindi(noun,2)
nindyatA	2	vidyut:nindyatAm~nind(verb,1);vidyut:nindyatAm~nindi(verb,1)
nipAta	1	dcs:nipAta~nipA(VERB,1)
nipAtana	1	dcs:nipAtanam~nipAtana(ADJ,1)
nipad	2	vidyut:nipad~nipat(noun,7);vidyut:nipat~nipat(noun,7)
nirASin	1	dcs:nirASI~nirASI(ADJ,1)
nirAbAD	1	vidyut:nirAbADa~nirAbADi(noun,8)
nirAhAra	4	dcs:nirAhArA~nirAhAra(NOUN,1);dcs:nirAhAra~nirAhAra(NOUN,1);dcs:nirAhAraH~nirAhAra(NOUN,1);dcs:nirAhArasya~nirAhAra(NOUN,2)
nirAkf	1	vidyut:nirAkarizyat~nirAkf(verb,1)
nirAkfti	1	dcs:nirAkfti~nirAkfti(NOUN,1)
nirAmaya	2	dcs:nirAmayaH~nirAmaya(NOUN,4);dcs:nirAmayam~nirAmaya(NOUN,3)
nirAsa	1	dcs:nirAsa~niras(VERB,4)
nirBaj	2	vidyut:nirBAjya~nirBAji(noun,2);vidyut:nirBAjya~nirBAji(ind,1)
nirBuj	1	vidyut:nirBoga~nirBoji(noun,2)
nirDe	1	vidyut:niraDAt~nirDA(verb,1)
nirGoza	2	dcs:nirGozA~nirGoza(ADJ,1);dcs:nirGozam~nirGoza(ADJ,2)
nirIkz	1	vidyut:nirIkzyamARa~nirIkzi(noun,2)
nirJara	1	dcs:nirJarA~nirJarA(NOUN,1)
nirRud	1	vidyut:nirRuda~nirRud(verb,2)
niraYjana	2	dcs:niraYjana~niraYjana(NOUN,1);dcs:niraYjanam~niraYjana(NOUN,1)
nirah	1	dcs:nirAha~nirAha(NOUN,1)
niram	3	dcs:niratA~nirata(ADJ,1);dcs:nirata~nirata(ADJ,1);dcs:nirataH~nirata(ADJ,7)
nirantaram	1	dcs:nirantaram~nirantara(ADJ,25)
nirarTaka	2	dcs:nirarTaka~nirarTaka(NOUN,1);dcs:nirarTakam~nirarTaka(NOUN,2)
niravaSezataH	1	dcs:niravaSezataH~niravaSeza(ADJ,1)
niravadya	1	dcs:niravadyaM~niravadya(NOUN,1)
nirbanD	2	vidyut:nirbanDanIya~nirbanDi(noun,2);vidyut:nirbanDin~nirbanDi(noun,2)
nirbrU	2	vidyut:niravocam~nirvac(verb,1);vidyut:nirvaktum~nirvac(ind,2)
nirdahanI	1	dcs:nirdahanI~nirdahana(ADJ,1)
nirdiS	1	vidyut:nirdiSa~nirdiS(verb,1)
nirgam	1	vidyut:nirgacCatAm~nirgam(verb,1)
nirhan	1	vidyut:nirhata~nirhan(verb,1)
nirjana	3	dcs:nirjanaM~nirjana(NOUN,2);dcs:nirjane~nirjana(NOUN,12);dcs:nirjanezu~nirjana(NOUN,1)
nirjijYAsa	1	vidyut:nirjijYAsa~nirjijYAsi(noun,8)
nirmA	2	dcs:nirmame~nirmama(ADJ,2);dcs:nirmitam~nirmita(NOUN,2)
nirmAtu	1	dcs:nirmAtu~nirmA(VERB,1)
nirmala	2	dcs:nirmalaH~nirmala(NOUN,1);dcs:nirmalaM~nirmala(NOUN,2)
nirmama	1	dcs:nirmamaH~nirmama(NOUN,1)
nirmantr	2	vidyut:nirmantra~nirmantri(noun,8);vidyut:nirmantra~nirmantr(verb,1)
nirmaryAda	1	dcs:nirmaryAdam~nirmaryAda(NOUN,1)
nirmfj	1	vidyut:nirmfzwa~nirmfj(verb,1)
nirmokza	1	vidyut:nirmumukzu~nirmokzi(noun,3)
niroDaka	1	dcs:niroDaka~niroDaka(NOUN,1)
niruD	3	dcs:niruRadDi~srotas(NOUN,1);dcs:nirudDa~anirudDa(NOUN,2);dcs:nirudDe~nirudDa(NOUN,1)
nirucCvAsa	1	dcs:nirucCvAsa~nirucCvAsa(NOUN,2)
nirukta	2	dcs:nirukta~anirukta(ADJ,4);dcs:niruktam~nirvac(VERB,19)
nirvA	3	vidyut:nirvAsya~nirvas(noun,2);vidyut:nirvAsya~nirvAsi(noun,2);vidyut:nirvAsya~nirvAsi(ind,1)
nirvARa	2	dcs:nirvARa~nirvA(VERB,8);dcs:nirvARam~nirvA(VERB,1)
nirvAhi	1	vidyut:nirvAhaka~nirvah(noun,2)
nirvAji	2	vidyut:nirvApaka~nirvApi(noun,4);vidyut:nirvApaka~nirvap(noun,2)
nirvac	1	vidyut:nirvAkya~nirbrU(noun,2)
nirvf	1	vidyut:nirvft~nirvft(noun,7)
nirvfta	1	dcs:nirvftaH~nirvf(VERB,1)
nirviRRa	2	dcs:nirviRRa~nirvid(VERB,1);dcs:nirviRRaH~nirvid(VERB,3)
nirviSeza	2	dcs:nirviSeza~nirviSeza(NOUN,1);dcs:nirviSezam~nirviSeza(NOUN,1)
nirvid	2	dcs:nirvidya~nirvidya(ADJ,2);vidyut:nirvedanam~nirvedi(noun,9)
nirvivitsa	4	vidyut:nirvivitsa~nirvividiza(noun,10);vidyut:nirvivitsa~nirvivitsi(noun,8);vidyut:nirvivitsa~nirvividizi(noun,8);vidyut:nirvivitsa~nirvividiza(verb,2)
niryA	1	dcs:niryAtu~niryAtu(NOUN,1)
nis	1	dcs:nis~niH(ADP,2)
nispfS	1	vidyut:nispfSa~nispfS(verb,1)
nissaYj	1	vidyut:nissaNgam~nissaYji(noun,3)
nissaYji	1	vidyut:nissaYja~nissaYj(noun,4)
nistriMSa	3	dcs:nistriMSAH~nistriMSa(ADJ,2);dcs:nistriMSa~nistriMSa(ADJ,1);dcs:nistriMSaH~nistriMSa(ADJ,1)
nitambavatI	1	dcs:nitambavatI~nitambavat(ADJ,1)
nitambinI	1	dcs:nitambini~nitambin(ADJ,1)
nitud	1	vidyut:nitodin~nitodi(noun,2)
nitya	4	dcs:nityA~nityA(NOUN,2);dcs:nityAni~nitya(NOUN,2);dcs:nitya~nitya(NOUN,2);dcs:nityena~nitya(NOUN,1)
nityam	2	dcs:nityaM~nitya(ADJ,124);dcs:nityam~nitya(ADJ,138)
nityavatsA	1	vidyut:nityavatsAm~nityavatsa(noun,2)
nityavyayA	1	vidyut:nityavyaya~nityavyaya(noun,2)
nityodita	1	dcs:nityodita~nityodita(NOUN,2)
nivAji	1	vidyut:nivApita~nivApi(noun,2)
nivAraRa	2	dcs:nivAraRa~nivAraRa(NOUN,4);dcs:nivAraRe~nivAraRa(ADJ,2)
nivAta	2	dcs:nivAta~nivAta(NOUN,32);dcs:nivAtaM~nivAta(NOUN,2)
nivartana	2	dcs:nivartana~nivartana(ADJ,2);dcs:nivartanam~nivartana(ADJ,14)
nivas	2	vidyut:nivas~nivA(noun,1);vidyut:nivasatAm~nivas(verb,2)
niveSana	1	dcs:niveSanaH~niveSana(NOUN,2)
niveday	2	dcs:niveditam~anivedita(ADJ,1);dcs:nivedya~nivedya(NOUN,1)
nivedi	2	vidyut:niveda~nivid(noun,6);vidyut:niveda~nivid(verb,2)
nivf	1	vidyut:nivft~nivft(noun,7)
nivft	3	dcs:nivarta~nivarta(ADJ,1);dcs:nivfttaH~nivftta(ADJ,1);vidyut:nivartsyati~nivft(verb,1)
niyA	1	vidyut:niyA~niyAvi(noun,6)
niyAmaka	1	dcs:niyAmaka~niyAmaka(NOUN,1)
niyAti	3	vidyut:niyAta~niyA(noun,2);vidyut:niyAta~niyat(noun,2);vidyut:niyAta~niyA(verb,1)
niyam	5	dcs:niyamito~niyamay(VERB,1);dcs:niyatA~niyata(ADJ,1);dcs:niyata~niyata(ADJ,1);vidyut:niyamyA~niyAmi(noun,1);vidyut:nyayAmi~niyAmi(verb,1)
niyamay	1	dcs:niyamita~niyam(VERB,5)
niyantf	2	dcs:niyantA~niyantf(ADJ,1);dcs:niyantf~niyantf(ADJ,1)
niyatam	2	dcs:niyataM~niyam(VERB,75);dcs:niyatam~niyam(VERB,35)
niyojay	1	dcs:niyojya~niyojya(NOUN,1)
nizPala	1	dcs:nizPalA~nizPalA(NOUN,1)
nizWA	4	dcs:nizWA~nizWA(ADJ,1);dcs:nizWAH~nizWa(ADJ,10);dcs:nizWAm~nizWA(ADJ,1);dcs:nizWAya~nizWA(NOUN,2)
nizWIvita	1	dcs:nizWIvita~nizWIv(VERB,1)
nizaNgin	1	dcs:nizaNgI~nizaNgin(ADJ,1)
nizevi	3	vidyut:nizevin~nizev(noun,2);vidyut:nizevin~niziv(noun,2);vidyut:nizevyamARa~nizev(noun,2)
niziD	3	vidyut:nizeDaka~nizeDi(noun,4);vidyut:nizeDya~nizeDi(noun,2);vidyut:nizeDya~nizeDi(ind,1)
nizkAraRa	3	dcs:nizkAraRa~nizkAraRa(NOUN,1);dcs:nizkAraRaM~nizkAraRa(NOUN,1);dcs:nizkAraRam~nizkAraRa(NOUN,2)
nizkala	1	dcs:nizkalam~nizkala(NOUN,1)
nizkfta	1	dcs:nizkftam~nizkf(VERB,3)
nizpad	1	vidyut:nizpat~nizpat(noun,7)
nizparigraha	1	dcs:nizparigraha~nizparigraha(ADJ,1)
nizwaNk	1	vidyut:nizwan~nizwaNki(noun,7)
nizwya	2	dcs:nizwyA~nizwyA(NOUN,1);vidyut:nizwya~nizwyA(noun,3)
noDas	1	dcs:noDA~noDA(ADV,1)
nu	3	dcs:Ru~aRu(ADJ,2);dcs:nu~anu(ADP,125);dcs:nv~anu(ADP,7)
nud	2	dcs:nuda~nuda(NOUN,1);dcs:nude~nud(ADJ,3)
nuda	1	dcs:nudaH~nud(VERB,1)
nyAYc	1	dcs:nIcI~nIcI(ADV,2)
nyAsa	1	dcs:nyAsaM~nyas(VERB,1)
nyAya	1	dcs:nyAyataH~nyAyatas(ADV,4)
nyaYc	1	vidyut:nyaYcana~nyaYci(noun,2)
nyas	2	dcs:nyasya~anya(PRON,35);vidyut:nyasyatAm~nyas(noun,2)
nyuc	1	vidyut:nyoka~nyoci(noun,2)
o	1	dcs:o~o(NOUN,1)
oBi	2	vidyut:oBA~uB(noun,2);vidyut:oBe~uB(noun,18)
oRi	1	vidyut:oRi~oR(noun,9)
ojas	1	dcs:oja~oja(ADJ,2)
okas	3	vidyut:okas~oka(noun,1);vidyut:okas~uc(noun,2);vidyut:okas~oci(noun,1)
okya	1	dcs:okyaM~okya(NOUN,1)
otu	1	vidyut:otum~u(ind,1)
oza	1	dcs:oza~uz(VERB,7)
ozaDI	1	dcs:ozaDyo~ozaDi(NOUN,7)
ozaDi	1	dcs:ozaDIr~ozaDI(NOUN,36)
ozam	1	dcs:ozam~oza(NOUN,2)
pA	18	dcs:apAd~apa(NOUN,1);dcs:apAt~apa(NOUN,1);dcs:apAyi~apAyin(ADJ,2);dcs:apiban~apibat(ADJ,1);dcs:pA~pA(NOUN,6)
pAMsu	1	dcs:pAMsu~pAMsu(ADJ,1)
pARi	1	dcs:pARI~pARin(ADJ,1)
pARqara	1	dcs:pARqara~pARqara(NOUN,1)
pARqava	6	dcs:pARqavAn~pARqava(ADJ,1);dcs:pARqavI~pARqavI(NOUN,1);dcs:pARqava~pARqava(ADJ,1);dcs:pARqavaM~pARqava(ADJ,7);dcs:pARqavam~pARqava(ADJ,2)
pARqaveya	3	dcs:pARqaveyAH~pARqaveya(ADJ,1);dcs:pARqaveya~pARqaveya(ADJ,1);dcs:pARqaveyezu~pARqaveya(ADJ,3)
pARqu	8	dcs:pARqUnAM~pARqu(ADJ,2);dcs:pARqUnAm~pARqu(ADJ,2);dcs:pARqoH~pARqu(ADJ,1);dcs:pARqu~pARqu(ADJ,156);dcs:pARquH~pARqu(ADJ,34)
pARqura	4	dcs:pARqurA~pARqurA(NOUN,2);dcs:pARqura~pARqura(NOUN,1);dcs:pARqurasya~pARqura(NOUN,1);dcs:pARqure~pARqura(NOUN,1)
pASa	1	dcs:pASAm~pASA(NOUN,1)
pASin	2	dcs:pASI~pASin(ADJ,1);dcs:pASinaH~pASin(NOUN,3)
pASupata	2	dcs:pASupata~pASupata(NOUN,4);dcs:pASupatam~pASupata(ADJ,4)
pATas	3	dcs:pATa~pA(VERB,2);dcs:pATaH~pA(VERB,3);dcs:pATo~pA(VERB,2)
pATi	1	vidyut:pATya~paT(noun,2)
pAYcAlya	5	dcs:pAYcAlya~pAYcAlya(NOUN,2);dcs:pAYcAlyaH~pAYcAlya(NOUN,5);dcs:pAYcAlyaM~pAYcAlya(NOUN,4);dcs:pAYcAlyam~pAYcAlya(NOUN,2);dcs:pAYcAlyena~pAYcAlya(NOUN,2)
pAYcajanya	4	dcs:pAYcajanyaH~pAYcajanya(ADJ,2);dcs:pAYcajanyaM~pAYcajanya(ADJ,3);dcs:pAYcajanyam~pAYcajanya(ADJ,3);dcs:pAYcajanyasya~pAYcajanya(ADJ,2)
pAd	1	dcs:pAd~pA(VERB,1)
pAdU	1	vidyut:pAdu~pAdu(noun,3)
pAda	1	dcs:pAdataH~pAdatas(ADV,2)
pAdatala	1	vidyut:pAdatale~pAdatale(ind,1)
pAdya	1	dcs:pAdyam~pAdya(ADJ,1)
pAja	1	vidyut:pAjasya~pAjasya(noun,2)
pAjas	1	vidyut:pAjas~pAja(noun,1)
pAka	5	dcs:pAkAya~pAka(ADJ,2);dcs:pAka~pAka(ADJ,6);dcs:pAkam~pAka(ADJ,4);dcs:pAkasya~pAka(ADJ,1);dcs:pAkena~pAka(ADJ,4)
pAkzika	1	dcs:pAkzikI~pAkzikI(NOUN,1)
pAlASa	1	dcs:pAlASa~pAlASa(NOUN,22)
pAlay	1	dcs:apAlayan~apAlayat(ADJ,2)
pAlayitf	1	dcs:pAlayitA~pAlay(VERB,2)
pAli	1	dcs:pAlI~pAlin(NOUN,3)
pAlikA	1	dcs:pAlikA~pAlika(ADJ,4)
pAnIya	2	dcs:pAnIya~pA(VERB,1);dcs:pAnIyaM~pA(VERB,5)
pAna	1	dcs:pAnam~pAna(ADJ,2)
pAnaBUmI	1	vidyut:pAnaBUmi~pAnaBUmi(noun,3)
pAnta	1	dcs:pAntam~pA(VERB,1)
pApIyas	1	vidyut:pApIyas~pApIya(noun,1)
pApa	20	dcs:pApA~pApa(NOUN,4);dcs:pApAH~pApa(NOUN,15);dcs:pApAn~pApa(NOUN,12);dcs:pApAnAM~pApa(NOUN,10);dcs:pApAnAm~pApa(ADJ,9)
pApahara	1	vidyut:pApahara~pApaharA(noun,3)
pApaka	2	vidyut:pApaka~pApacya(noun,4);vidyut:pApaka~pApac(noun,2)
pApakft	1	vidyut:pApakftAm~pApakfta(noun,1)
pApin	2	dcs:pApI~pApa(ADJ,11);dcs:pApi~pApa(ADJ,1)
pApman	6	dcs:pApmA~pApman(ADJ,30);dcs:pApmAnam~pApman(ADJ,20);dcs:pApma~pApman(ADJ,1);dcs:pApman~pApman(ADJ,1);dcs:pApmanA~pApman(ADJ,12)
pArA	2	dcs:pArA~pAra(NOUN,5);dcs:pArayA~pAray(VERB,5)
pArAvata	1	dcs:pArAvata~pArAvata(ADJ,1)
pArSvatas	2	dcs:pArSvata~pArSva(NOUN,2);dcs:pArSvataH~pArSva(NOUN,17)
pArTiva	17	dcs:pArTivA~pArTiva(ADJ,19);dcs:pArTivAH~pArTiva(ADJ,14);dcs:pArTivAn~pArTiva(ADJ,17);dcs:pArTivAnAm~pArTiva(NOUN,5);dcs:pArTivAt~pArTiva(ADJ,3)
pAra	2	dcs:pAra~pAra(ADJ,2);dcs:pAram~pAra(ADJ,1)
pAraSava	1	dcs:pAraSava~pAraSava(ADJ,1)
pArada	1	dcs:pAradaH~pArada(ADJ,2)
pAraga	1	dcs:pAragam~pAraga(NOUN,1)
pArameSvara	1	dcs:pArameSvara~pArameSvara(NOUN,1)
pArasIka	1	dcs:pArasIka~pArasIka(ADJ,1)
pAri	3	vidyut:pAraRIya~pF(noun,2);vidyut:pArayat~pF(noun,3);vidyut:pArita~pF(noun,2)
pAriplava	1	dcs:pAriplava~pAriplava(NOUN,2)
pArvatI	1	dcs:pArvatI~pArvata(ADJ,8)
pArvatIya	4	dcs:pArvatIyA~pArvatIyA(NOUN,2);dcs:pArvatIyAH~pArvatIya(ADJ,2);dcs:pArvatIyAn~pArvatIya(ADJ,2);dcs:pArvatIya~pArvatIya(ADJ,1)
pArya	1	dcs:pAryAya~pArya(NOUN,1)
pArzata	3	dcs:pArzata~pArzata(ADJ,3);dcs:pArzataM~pArzata(ADJ,2);dcs:pArzatena~pArzata(ADJ,4)
pAta	2	dcs:pAtam~pA(VERB,26);dcs:pAto~pA(VERB,1)
pAtaka	2	dcs:pAtaka~pAtaka(ADJ,1);dcs:pAtakam~pAtaka(ADJ,1)
pAtana	3	dcs:pAtana~pA(VERB,2);dcs:pAtanaH~pAtana(NOUN,1);dcs:pAtanam~pAtana(ADJ,3)
pAtay	1	dcs:pAtayitA~pAtayitf(ADJ,1)
pAtf	1	dcs:pAtA~pA(VERB,7)
pAti	2	vidyut:apAtayam~pata(verb,1);vidyut:apAtayam~pati(verb,1)
pAtrI	2	dcs:pAtrI~pAtrin(ADJ,2);dcs:pAtryaH~pAtrya(ADJ,2)
pAvIrava	1	dcs:pAvIravI~pAvIravI(NOUN,2)
pAvakI	1	vidyut:pAvaki~pAvaki(noun,3)
pAvaka	11	dcs:pAvakA~pAvaka(NOUN,3);dcs:pAvakAH~pAvaka(NOUN,19);dcs:pAvakAn~pAvaka(ADJ,1);dcs:pAvaka~pAvaka(ADJ,38);dcs:pAvakaH~pAvaka(ADJ,9)
pAvana	7	dcs:pAvanA~pAvanI(NOUN,1);dcs:pAvanAni~pAvana(ADJ,5);dcs:pAvanAt~pAvana(ADJ,1);dcs:pAvanI~pAvanI(NOUN,7);dcs:pAvana~pAvana(ADJ,7)
pAwalA	1	dcs:pAwalA~pAwala(ADJ,1)
pAwala	1	dcs:pAwala~pAwala(NOUN,11)
pAway	1	dcs:pAwitaM~pAwita(NOUN,1)
pAwi	1	vidyut:pAwayata~paw(verb,1)
pAyasa	1	dcs:pAyasa~pAyasa(ADJ,1)
pAzARa	1	dcs:pAzARa~pAzARa(ADJ,2)
pE	4	vidyut:apAyata~apaAyam(noun,2);vidyut:apAyata~pA(verb,1);vidyut:apAyata~apaay(verb,1);vidyut:apAyata~apaAyam(verb,1)
pF	3	dcs:pF~pF(NOUN,1);vidyut:apfRan~pfR(verb,1);vidyut:pfRat~pfR(noun,3)
pIl	1	vidyut:pipIla~pipIla(noun,2)
pIqana	1	dcs:pIqane~pIqana(ADJ,1)
pIqay	2	dcs:apIqayan~apIqayat(ADJ,5);dcs:apIqayat~apIqayat(ADJ,1)
pIta	6	dcs:pItA~pA(VERB,40);dcs:pItAH~pA(VERB,20);dcs:pIta~pA(VERB,108);dcs:pItaH~pA(VERB,42);dcs:pItena~pA(VERB,16)
pItavAsA	1	dcs:pItavAsA~pItavAsas(NOUN,1)
pIti	1	dcs:pItaye~pA(VERB,62)
pIvas	3	dcs:pIvasA~pIvasa(ADJ,1);vidyut:pIvas~pIv(noun,3);vidyut:pIvas~pIvi(noun,2)
pIyUza	1	dcs:pIyUza~pIyUza(ADV,1)
pU	7	dcs:pUtA~pUtA(NOUN,2);dcs:pUtaH~pUta(NOUN,2);dcs:pavamAna~pavamAna(NOUN,44);dcs:pavamAnaH~pavamAna(NOUN,44);dcs:pavamAnam~pavamAna(NOUN,4)
pUjay	3	dcs:apUjayan~apUjayat(ADJ,1);dcs:pUjyaH~pUjya(NOUN,1);dcs:pUjyatAm~pUjyatA(NOUN,1)
pUji	1	vidyut:pUjayatAm~pUji(verb,4)
pUrRa	1	dcs:pUrRo~pf(VERB,20)
pUrRagarBA	1	vidyut:pUrRagarBa~pUrRagarBa(noun,2)
pUra	2	dcs:pUra~pUra(ADJ,6);dcs:pUram~pUra(ADJ,3)
pUraRa	1	dcs:pUraRa~pUraRa(ADJ,1)
pUraka	1	dcs:pUrakam~pUraka(NOUN,2)
pUray	1	dcs:pUryata~pf(VERB,1)
pUri	2	vidyut:apUrayata~pUr(verb,2);vidyut:pUrayantam~pUr(noun,1)
pUrta	3	dcs:pUrta~pf(VERB,2);dcs:pUrtaM~pf(VERB,2);dcs:pUrtam~pf(VERB,2)
pUrvAByAsa	1	vidyut:pUrvAByAsena~pUrvAByAsena(ind,1)
pUrva	8	dcs:pUrvA~pUrvA(NOUN,9);dcs:pUrvAH~pUrvA(NOUN,1);dcs:pUrvAsu~pUrvA(NOUN,4);dcs:pUrvaH~apUrva(ADJ,1);dcs:pUrvasya~pUrva(NOUN,1)
pUrvacittI	1	vidyut:pUrvacitti~pUrvacitti(noun,3)
pUrvajA	1	vidyut:pUrvaje~pUrvaja(noun,18)
pUrvaja	3	dcs:pUrvajA~pUrvajA(NOUN,1);dcs:pUrvajaH~pUrvaja(ADJ,1);dcs:pUrvajam~pUrvaja(ADJ,1)
pUrvam	2	dcs:pUrvaM~pUrva(PRON,239);dcs:pUrvam~pUrva(PRON,455)
pUrvatas	1	dcs:pUrvataH~pUrva(PRON,3)
pUrvavat	1	dcs:pUrvavat~pUrvavat(ADJ,5)
pUti	1	dcs:pUti~pUti(NOUN,26)
pUtika	1	dcs:pUtikam~pUtika(NOUN,1)
pUya	1	dcs:pUya~pU(VERB,1)
pUzan	1	dcs:pUzaRaM~pUzaRa(NOUN,11)
paRi	1	vidyut:paRI~paRin(noun,1)
paRqita	8	dcs:paRqitA~paRqita(NOUN,9);dcs:paRqitAH~paRqita(ADJ,12);dcs:paRqitAn~paRqita(ADJ,2);dcs:paRqita~paRqita(ADJ,9);dcs:paRqitaH~paRqita(ADJ,18)
paRya	1	dcs:paRya~paRya(ADJ,5)
paS	14	dcs:apaSyad~apaSyat(ADJ,1);dcs:apaSyam~apaSya(ADJ,1);dcs:apaSyan~apaSyat(ADJ,15);dcs:apaSyann~apaSyat(ADJ,4);dcs:apaSyatAM~apaSyat(ADJ,1)
paSavya	1	dcs:paSavya~paSavya(NOUN,1)
paScA	1	dcs:paScA~paSca(ADJ,2)
paScArDa	1	vidyut:paScArDe~paScArDe(ind,1)
paScAt	1	dcs:paScAd~paSca(ADJ,1)
paScima	2	dcs:paScimA~paScimA(NOUN,6);dcs:paScimAM~paScimA(NOUN,1)
paSu	1	dcs:paSur~apaSu(ADJ,1)
paSudA	1	vidyut:paSudA~paSuda(noun,1)
